chr1	0	60512	14035	1657400
chr1	1	45400	11429	1688408
chr1	2	31313	5828	908560
chr1	3	7669	1467	52313
chr1	4	5108	1020	40966
chr1	5	62682	15284	1543471
chr1	6	58794	11117	1391743
chr1	7	98750	27283	3731347
chr1	8	99647	43151	5276332
chr1	9	99355	46659	5707246
chr1	10	99236	43524	5334305
chr1	11	99410	47194	5697977
chr1	12	98863	50282	5799153
chr1	13	100000	33213	5268838
chr1	14	99838	36524	5067084
chr1	15	97597	31598	4853028
chr1	16	95652	31942	4060466
chr1	17	99816	21061	3904804
chr1	18	99986	33102	4923393
chr1	19	99773	33555	5177384
chr1	20	99076	37153	5432155
chr1	21	99906	40686	5425970
chr1	22	99722	50050	5790755
chr1	23	100000	49381	6094715
chr1	24	100000	58983	6564550
chr1	25	94929	36625	7799678
chr1	26	43399	24044	5288410
chr1	27	100000	40878	5713166
chr1	28	99931	43898	5787116
chr1	29	99978	38478	5408915
chr1	30	99933	51301	5756399
chr1	31	99999	50617	5862805
chr1	32	99879	47585	5834098
chr1	33	99605	48527	5744647
chr1	34	99976	54381	6521567
chr1	35	99373	42448	5540628
chr1	36	99964	45465	5903690
chr1	37	100000	26251	4614217
chr1	38	45067	15619	2159190
chr1	39	4700	500	203000
chr1	40	99914	25162	4684586
chr1	41	99344	31185	4977232
chr1	42	99980	21336	4537489
chr1	43	99833	23021	4474783
chr1	44	99923	26857	4789570
chr1	45	99793	27316	4739286
chr1	46	99586	28913	4649503
chr1	47	100000	37821	5429579
chr1	48	99864	29853	4729400
chr1	49	99930	21070	4346515
chr1	50	99900	28540	4216863
chr1	51	99098	12424	3434628
chr1	52	99650	24187	4033740
chr1	53	99480	26557	4541200
chr1	54	100000	30946	4867992
chr1	55	100000	27939	4946847
chr1	56	99959	19362	3972057
chr1	57	99901	29205	5322345
chr1	58	99933	29978	5040526
chr1	59	100000	37543	5133447
chr1	60	99740	32518	4994868
chr1	61	100000	39872	5552683
chr1	62	99980	35081	5296138
chr1	63	99959	41934	5533656
chr1	64	99938	25433	5009308
chr1	65	99908	38462	5468438
chr1	66	100000	29194	4966484
chr1	67	99770	19830	3829464
chr1	68	99501	20550	3365447
chr1	69	99998	24245	3990054
chr1	70	99842	27271	4336320
chr1	71	99211	28562	4659446
chr1	72	100000	23481	3968231
chr1	73	99621	22913	3861580
chr1	74	99941	31283	4958385
chr1	75	100000	41320	5420753
chr1	76	100000	33101	5443162
chr1	77	100000	35276	5092767
chr1	78	99932	22273	3317215
chr1	79	99501	14618	3470077
chr1	80	99936	22149	3613999
chr1	81	99857	15564	3502809
chr1	82	99734	19621	3852985
chr1	83	99721	19833	3973125
chr1	84	99881	34496	4150424
chr1	85	99926	20463	3187698
chr1	86	99710	23476	2962794
chr1	87	99837	20498	3057881
chr1	88	99978	17800	3165425
chr1	89	99947	17007	4219648
chr1	90	100000	22165	4443569
chr1	91	98696	17406	4154266
chr1	92	99985	25854	4481170
chr1	93	99974	34368	5134317
chr1	94	99981	31424	5193913
chr1	95	99757	17368	4228195
chr1	96	99864	28233	4415654
chr1	97	99953	23848	4377455
chr1	98	99995	19553	3883202
chr1	99	99852	26939	4412067
chr1	100	99972	12388	3655348
chr1	101	99990	16321	3353229
chr1	102	99016	16738	3375572
chr1	103	99893	21012	3112524
chr1	104	99851	21152	3864861
chr1	105	99927	24166	3787184
chr1	106	99471	25937	3873066
chr1	107	99989	50473	5572056
chr1	108	99742	38688	5078192
chr1	109	99942	25112	4776824
chr1	110	99935	20583	4318785
chr1	111	99934	25250	4253832
chr1	112	99667	24148	3757957
chr1	113	99960	23006	4334665
chr1	114	99993	19536	4761978
chr1	115	99985	32911	5308065
chr1	116	99639	24942	5051190
chr1	117	99994	30966	4930478
chr1	118	99753	31463	4911514
chr1	119	99909	25452	4546475
chr1	120	99843	25937	4731869
chr1	121	100000	21001	4606011
chr1	122	99864	27783	4929161
chr1	123	99978	22656	3455299
chr1	124	99910	22045	3445310
chr1	125	99882	27309	4029093
chr1	126	99996	27998	4879682
chr1	127	99959	13804	4107023
chr1	128	99809	21095	4421015
chr1	129	94046	20619	4794235
chr1	130	31020	5819	744619
chr1	131	70776	15900	2188558
chr1	132	17654	3098	667758
chr1	133	26243	5939	453158
chr1	134	19630	3543	284708
chr1	135	14188	2050	141056
chr1	136	11117	2056	136730
chr1	137	56754	9756	1437016
chr1	138	99846	18499	4262696
chr1	139	99622	20461	3823307
chr1	140	99788	25686	3147383
chr1	141	99928	22070	4191531
chr1	142	99871	20734	3997035
chr1	143	99677	18776	3745593
chr1	144	99947	19505	3971364
chr1	145	100000	22899	3580418
chr1	146	99910	17520	3797661
chr1	147	99692	17536	3820647
chr1	148	99203	23413	3893699
chr1	149	99917	25396	4361681
chr1	150	99893	26056	4684111
chr1	151	99965	25096	4919370
chr1	152	99919	28870	4945027
chr1	153	99964	28826	5035009
chr1	154	99985	26548	4775258
chr1	155	99649	21682	4290722
chr1	156	100000	24083	4454595
chr1	157	99919	28506	4734657
chr1	158	99892	20503	3900559
chr1	159	99975	19220	3635758
chr1	160	99988	29717	4917058
chr1	161	99938	16959	3664240
chr1	162	99743	28034	3764278
chr1	163	99209	35301	5480821
chr1	164	99970	31079	5302458
chr1	165	99691	29568	4690011
chr1	166	99922	13403	3419128
chr1	167	99983	21746	4488239
chr1	168	98353	25041	8869560
chr1	169	86936	27625	16043582
chr1	170	89029	32097	14356872
chr1	171	47237	12612	4109202
chr1	172	99803	27382	7173077
chr1	173	99235	26451	4468302
chr1	174	99981	23541	4707420
chr1	175	99941	27413	4963218
chr1	176	99511	19906	4582544
chr1	177	99965	26347	4666824
chr1	178	99961	19039	4840229
chr1	179	100000	36169	5628801
chr1	180	99962	28651	5267511
chr1	181	99997	21387	4761960
chr1	182	99870	23615	4877807
chr1	183	100000	27182	4963238
chr1	184	99988	29875	5230933
chr1	185	99973	29826	5099145
chr1	186	99990	28730	5119477
chr1	187	99873	20681	4905530
chr1	188	99749	22131	4524369
chr1	189	99973	31487	4735671
chr1	190	99953	32086	5068010
chr1	191	99965	25905	5292249
chr1	192	99974	34185	5406027
chr1	193	99941	22227	4484599
chr1	194	99992	34874	4409515
chr1	195	99766	26213	4095666
chr1	196	99980	30112	4845156
chr1	197	100000	31619	4552330
chr1	198	99310	13699	3923549
chr1	199	99972	23750	4168560
chr1	200	99969	25096	4760458
chr1	201	99940	14345	3742705
chr1	202	99940	20858	4027376
chr1	203	99924	6166	3765028
chr1	204	99941	22450	4849694
chr1	205	99796	25932	4535046
chr1	206	99879	30165	4972553
chr1	207	100000	21892	4793302
chr1	208	99950	22347	4510445
chr1	209	99860	23222	4435095
chr1	210	99458	24166	4370500
chr1	211	99879	19161	2925515
chr1	212	99818	18453	2577918
chr1	213	99744	17684	2595033
chr1	214	99901	13132	2700555
chr1	215	99298	21112	4436152
chr1	216	99906	26657	4761365
chr1	217	99168	19051	3852261
chr1	218	98643	25293	4579179
chr1	219	100000	37473	5545704
chr1	220	99839	18493	3229214
chr1	221	99907	25582	4640960
chr1	222	99985	30216	5206155
chr1	223	99095	16109	3880081
chr1	224	99977	32105	4681055
chr1	225	100000	28414	4995217
chr1	226	99984	22750	4684195
chr1	227	99812	18551	4029432
chr1	228	99844	30229	4560959
chr1	229	99983	30512	5264369
chr1	230	99710	26564	5038878
chr1	231	99880	28989	5468061
chr1	232	99766	23604	4782899
chr1	233	99834	17149	3289239
chr1	234	99846	22008	3451845
chr1	235	99867	15446	3910965
chr1	236	99794	22774	3030257
chr1	237	99904	23182	4532366
chr1	238	100000	22300	4484880
chr1	239	99899	17232	4285707
chr1	240	99645	17276	3921867
chr1	241	99523	21556	3961358
chr1	242	60058	9300	2173775
chr1	243	45867	7910	1593439
chr1	244	99764	27599	4880373
chr1	245	96716	15683	4150505
chr1	246	99844	28486	4598967
chr1	247	99985	20929	3778196
chr1	248	99988	18993	3610368
chr1	249	99801	19218	3378470
chr1	250	99788	15771	3791488
chr1	251	98766	17863	3078486
chr1	252	99948	32241	5044823
chr1	253	99474	28971	5276743
chr1	254	99897	20861	4188460
chr1	255	99763	19865	3933631
chr1	256	91349	16278	3357843
chr1	257	99816	20464	3415889
chr1	258	99930	28894	4616741
chr1	259	99756	21812	4273207
chr1	260	99944	26888	4895099
chr1	261	99956	28309	4664485
chr1	262	99862	20533	4238099
chr1	263	99898	26390	4751744
chr1	264	99589	19364	3977089
chr1	265	99913	23478	4243281
chr1	266	99974	32218	4940049
chr1	267	99587	21771	3967960
chr1	268	99618	21365	4376243
chr1	269	99317	11331	3392403
chr1	270	99952	27448	3992298
chr1	271	99471	23812	4464531
chr1	272	99716	20563	4323931
chr1	273	99881	20696	4391481
chr1	274	99871	20665	4531273
chr1	275	99855	10365	3519957
chr1	276	99971	30352	4700951
chr1	277	99976	25285	3999148
chr1	278	99405	30304	4628650
chr1	279	100000	31550	4936205
chr1	280	99888	11099	3488212
chr1	281	99447	18673	3452070
chr1	282	99535	21694	4113427
chr1	283	99512	16523	2759157
chr1	284	99840	14798	3694899
chr1	285	99941	19791	3652317
chr1	286	99481	11154	3339525
chr1	287	99956	12576	2975718
chr1	288	99822	15500	3651226
chr1	289	99806	13096	3768264
chr1	290	99786	15001	3294713
chr1	291	99871	17756	4436610
chr1	292	99920	17256	3392989
chr1	293	99716	16540	2702480
chr1	294	99799	22169	3741356
chr1	295	99982	24077	4543285
chr1	296	100000	27901	5086635
chr1	297	100000	21872	4732338
chr1	298	78083	18166	3689461
chr1	300	71682	17376	3166541
chr1	301	99908	23970	4764330
chr1	302	98364	23457	4414938
chr1	303	100000	22819	4818623
chr1	304	99988	22490	4654641
chr1	305	99969	26934	5109612
chr1	306	99858	19633	4399890
chr1	307	99753	23629	4793995
chr1	308	99984	25818	4826246
chr1	309	99946	18650	4612854
chr1	310	98890	17986	4126215
chr1	311	100000	29989	5178936
chr1	312	100000	27731	5239491
chr1	313	99612	27461	4816058
chr1	314	99768	25645	3119328
chr1	315	98967	13195	3163617
chr1	316	99739	14996	4128952
chr1	317	99767	18389	3737947
chr1	318	99860	22739	4074000
chr1	319	99495	14231	4184017
chr1	320	99970	22267	4363016
chr1	321	100000	36778	5606473
chr1	322	99829	34745	5019763
chr1	323	99729	14081	3339249
chr1	324	99953	15922	3685284
chr1	325	99888	16865	3830777
chr1	326	100000	26330	4278980
chr1	327	99730	18862	4043106
chr1	328	99949	23057	4534347
chr1	329	99980	10498	3560307
chr1	330	99437	10672	3129322
chr1	331	99791	17563	3808364
chr1	332	99792	22856	4167193
chr1	333	99850	22555	4239167
chr1	334	99971	21930	4265714
chr1	335	99947	16765	4271692
chr1	336	99882	17986	4153790
chr1	337	99883	28308	4723143
chr1	338	99959	28265	3964604
chr1	339	99939	23295	4153351
chr1	340	99996	26813	4213915
chr1	341	99988	24987	4161569
chr1	342	100000	26327	4439508
chr1	343	99776	24110	4604831
chr1	344	99891	26463	4643831
chr1	345	99884	19305	4070627
chr1	346	100000	26475	4551066
chr1	347	99496	15742	3674494
chr1	348	99639	24944	4166330
chr1	349	99959	22108	3951159
chr1	350	98494	17001	3853898
chr1	351	99983	21191	4395737
chr1	352	99908	22488	4570231
chr1	353	99868	28867	4537543
chr1	354	98428	14164	2900685
chr1	355	99794	9966	3102953
chr1	356	99461	11835	3253205
chr1	357	99455	9621	2695974
chr1	358	99481	16335	2512327
chr1	359	99684	17721	3412261
chr1	360	99458	28185	3911442
chr1	361	99896	21478	4036408
chr1	362	99889	16176	3210150
chr1	363	99892	22038	3541051
chr1	364	99593	10716	2471239
chr1	365	99898	26479	3931055
chr1	366	99930	21725	4360614
chr1	367	99842	20803	3761521
chr1	368	99245	25968	4619337
chr1	369	99699	24727	4411755
chr1	370	98962	27783	4660797
chr1	371	99914	26169	4819989
chr1	372	99938	29883	4909495
chr1	373	99986	29513	4940048
chr1	374	98674	35356	5203421
chr1	375	99968	28793	5048004
chr1	376	99902	17725	3745089
chr1	377	99920	31425	4992151
chr1	378	99871	22356	4583284
chr1	379	99669	21307	4124810
chr1	380	99928	26332	4241019
chr1	381	99932	29164	4778329
chr1	382	100000	22081	4002583
chr1	383	99921	18274	3772728
chr1	384	99962	26208	4217462
chr1	385	99903	32671	5008018
chr1	386	99976	20295	4798284
chr1	387	99919	20532	4203430
chr1	388	99985	14064	3758192
chr1	389	99968	24733	4094517
chr1	390	99816	24135	4220327
chr1	391	99957	20402	4086728
chr1	392	99874	23382	4262507
chr1	393	99804	17769	3216243
chr1	394	99909	11653	3475803
chr1	395	99916	16568	3661480
chr1	396	99945	20087	3468603
chr1	397	99900	22193	3254455
chr1	398	99645	24205	3421791
chr1	399	99399	30741	3910260
chr1	400	99844	18728	4289626
chr1	401	99981	26325	4507480
chr1	402	99244	26079	4354035
chr1	403	99996	20048	3848800
chr1	404	99897	15342	3941403
chr1	405	99879	18187	3385391
chr1	406	99918	14711	2825222
chr1	407	99691	21300	3572094
chr1	408	99556	16964	3421518
chr1	409	99774	14923	3194307
chr1	410	99837	14842	3476120
chr1	411	99877	22864	4049090
chr1	412	100000	35028	4819663
chr1	413	99893	19750	4449853
chr1	414	99879	22497	4046697
chr1	415	99839	11349	3156269
chr1	416	99838	9626	2930404
chr1	417	99951	19045	4158636
chr1	418	99962	33103	5264550
chr1	419	99978	35070	5476260
chr1	420	100000	27917	4795934
chr1	421	99831	30822	5163312
chr1	422	99890	26867	4588631
chr1	423	99786	26337	4048304
chr1	424	100000	16317	3579803
chr1	425	99620	13571	3214332
chr1	426	99897	21123	3737204
chr1	427	99424	13387	2841368
chr1	428	99729	19475	3611780
chr1	429	99637	13289	3127027
chr1	430	99496	8518	3011926
chr1	431	99878	17915	3472960
chr1	432	99293	26071	4089858
chr1	433	99708	17861	3943078
chr1	434	99949	22036	4417281
chr1	435	99829	13819	3905087
chr1	436	99574	19829	3712443
chr1	437	99940	26866	4540951
chr1	438	99970	28805	4846651
chr1	439	99892	21276	4287602
chr1	440	99942	40145	5510181
chr1	441	99941	20947	4047945
chr1	442	99942	15699	3448263
chr1	443	99658	24573	4385560
chr1	444	99967	40507	5438121
chr1	445	99891	14460	3659490
chr1	446	99381	16912	3335998
chr1	447	99960	37829	4929294
chr1	448	99897	26987	3999156
chr1	449	99958	17207	3805185
chr1	450	99952	30249	4953939
chr1	451	99981	25954	4576530
chr1	452	97753	29179	4528923
chr1	453	99895	16464	3629958
chr1	454	99603	18397	3383069
chr1	455	99714	12144	3222536
chr1	456	99921	9263	3014285
chr1	457	99866	10615	3697012
chr1	458	99814	16686	3408255
chr1	459	99797	15234	3313235
chr1	460	99900	19909	3780162
chr1	461	99451	15664	2917917
chr1	462	99630	9826	3170868
chr1	463	99186	11670	2746383
chr1	464	99998	16172	3650491
chr1	465	99890	16291	3104158
chr1	466	99965	23024	4219537
chr1	467	100000	16940	4123388
chr1	468	99851	21301	4449176
chr1	469	100000	38430	5341330
chr1	470	99975	32770	4807768
chr1	471	99892	21121	3596876
chr1	472	99299	17414	3956260
chr1	473	95428	11446	3186164
chr1	474	99996	13521	3808745
chr1	475	96242	12900	2914544
chr1	476	99919	28083	4521323
chr1	477	99764	15810	3106497
chr1	478	99646	20439	3743201
chr1	479	99889	28279	4575545
chr1	480	99935	24918	4685461
chr1	481	99835	27958	4634100
chr1	482	99991	32476	5292557
chr1	483	99907	28928	4957590
chr1	484	99940	25668	4567694
chr1	485	99984	22328	4202836
chr1	486	99213	13114	3655986
chr1	487	99391	12907	3228090
chr1	488	99002	9945	2409198
chr1	489	99155	13468	3299245
chr1	490	99955	24795	4187132
chr1	491	99899	27292	4584371
chr1	492	100000	25221	4040985
chr1	493	99501	21064	3331727
chr1	494	99938	16045	3517287
chr1	495	99953	12366	3269197
chr1	496	99326	18097	3058656
chr1	497	99238	9963	2775406
chr1	498	99737	14411	2928827
chr1	499	99993	10741	2768422
chr1	500	99497	8280	3118426
chr1	501	99477	9355	2441277
chr1	502	99381	8084	2594450
chr1	503	99761	7030	2754200
chr1	504	98322	10610	2535998
chr1	505	99712	24516	3119162
chr1	506	99774	25386	3794050
chr1	507	99985	23106	4363686
chr1	508	99825	18511	3833534
chr1	509	99872	17252	2912974
chr1	510	99431	18500	2641967
chr1	511	99686	15657	2479474
chr1	512	99523	9870	2609738
chr1	513	99138	9189	2716829
chr1	514	99802	14322	2634135
chr1	515	99711	7244	2824566
chr1	516	99697	7145	3046551
